CMDLINE /Users/georgeanton/Desktop/Interviews/blogs/advanced_concepts/python_concepts/venv/bin/python3.10 particle.py
MEM 305.992188 1676511374.6964
MEM 305.992188 1676511374.8008
MEM 305.992188 1676511374.9056
MEM 305.992188 1676511375.0069
MEM 305.992188 1676511375.1075
MEM 305.992188 1676511375.2094
MEM 305.992188 1676511375.3105
MEM 305.992188 1676511375.4116
MEM 305.992188 1676511375.5123
MEM 305.992188 1676511375.6151
MEM 305.992188 1676511375.7155
MEM 305.992188 1676511375.8193
MEM 305.992188 1676511375.9242
MEM 305.992188 1676511376.0276
MEM 305.992188 1676511376.1282
MEM 305.992188 1676511376.2331
MEM 305.992188 1676511376.3356
MEM 305.992188 1676511376.4387
MEM 305.992188 1676511376.5434
MEM 305.992188 1676511376.6456
MEM 305.992188 1676511376.7469
MEM 305.992188 1676511376.8487
MEM 305.992188 1676511376.9523
MEM 305.992188 1676511377.0568
MEM 305.992188 1676511377.1604
MEM 305.992188 1676511377.2643
MEM 305.992188 1676511377.3684
MEM 305.992188 1676511377.4733
MEM 305.992188 1676511377.5780
MEM 305.992188 1676511377.6821
MEM 305.992188 1676511377.7845
MEM 305.992188 1676511377.8878
MEM 305.992188 1676511377.9916
MEM 305.992188 1676511378.0931
MEM 305.992188 1676511378.1947
MEM 305.992188 1676511378.2952
MEM 305.992188 1676511378.4002
MEM 305.992188 1676511378.5039
MEM 305.992188 1676511378.6063
MEM 305.992188 1676511378.7106
MEM 305.992188 1676511378.8111
MEM 305.992188 1676511378.9144
MEM 305.992188 1676511379.0153
MEM 305.992188 1676511379.1167
MEM 305.992188 1676511379.2194
MEM 305.992188 1676511379.3231
MEM 305.992188 1676511379.4240
MEM 305.992188 1676511379.5248
MEM 305.992188 1676511379.6261
MEM 305.992188 1676511379.7271
MEM 305.992188 1676511379.8304
MEM 305.992188 1676511379.9331
MEM 305.992188 1676511380.0364
MEM 305.992188 1676511380.1423
MEM 305.992188 1676511380.2440
MEM 305.992188 1676511380.3490
MEM 305.992188 1676511380.4505
MEM 305.992188 1676511380.5557
MEM 305.992188 1676511380.6566
MEM 305.992188 1676511380.7616
MEM 305.992188 1676511380.8645
MEM 305.992188 1676511380.9676
MEM 305.992188 1676511381.0722
MEM 305.992188 1676511381.1733
MEM 305.992188 1676511381.2759
MEM 305.992188 1676511381.3807
MEM 305.992188 1676511381.4814
MEM 305.992188 1676511381.5866
MEM 305.992188 1676511381.6908
MEM 305.992188 1676511381.7946
MEM 305.992188 1676511381.8980
MEM 305.992188 1676511382.0027
MEM 305.992188 1676511382.1062
MEM 305.992188 1676511382.2067
MEM 305.992188 1676511382.3105
MEM 305.992188 1676511382.4149
MEM 305.992188 1676511382.5193
MEM 305.992188 1676511382.6224
MEM 305.992188 1676511382.7247
MEM 305.992188 1676511382.8271
MEM 305.992188 1676511382.9285
MEM 305.992188 1676511383.0289
MEM 305.992188 1676511383.1310
MEM 305.992188 1676511383.2322
MEM 305.992188 1676511383.3371
MEM 305.992188 1676511383.4389
MEM 305.992188 1676511383.5437
MEM 305.992188 1676511383.6440
MEM 305.992188 1676511383.7474
MEM 305.992188 1676511383.8479
MEM 305.992188 1676511383.9532
MEM 305.992188 1676511384.0579
MEM 305.992188 1676511384.1587
MEM 305.992188 1676511384.2627
MEM 305.992188 1676511384.3633
MEM 305.992188 1676511384.4652
MEM 305.992188 1676511384.5697
MEM 305.992188 1676511384.6723
MEM 305.992188 1676511384.7767
MEM 305.992188 1676511384.8793
MEM 305.992188 1676511384.9822
MEM 305.992188 1676511385.0874
MEM 305.992188 1676511385.1901
MEM 305.992188 1676511385.2931
MEM 305.992188 1676511385.3965
MEM 305.992188 1676511385.4971
MEM 305.992188 1676511385.5997
MEM 305.992188 1676511385.7020
MEM 305.992188 1676511385.8060
MEM 305.992188 1676511385.9063
MEM 305.992188 1676511386.0090
MEM 305.992188 1676511386.1142
MEM 305.992188 1676511386.2193
MEM 305.992188 1676511386.3229
MEM 305.992188 1676511386.4265
MEM 305.992188 1676511386.5294
MEM 305.992188 1676511386.6343
MEM 305.992188 1676511386.7385
MEM 305.992188 1676511386.8431
MEM 305.992188 1676511386.9437
MEM 305.992188 1676511387.0468
MEM 305.992188 1676511387.1520
MEM 305.992188 1676511387.2556
MEM 305.992188 1676511387.3570
MEM 305.992188 1676511387.4578
MEM 305.992188 1676511387.5589
MEM 305.992188 1676511387.6637
MEM 305.992188 1676511387.7672
MEM 305.992188 1676511387.8722
MEM 305.992188 1676511387.9724
MEM 305.992188 1676511388.0731
MEM 305.992188 1676511388.1738
MEM 305.992188 1676511388.2782
MEM 305.992188 1676511388.3799
MEM 305.992188 1676511388.4835
MEM 305.992188 1676511388.5878
MEM 305.992188 1676511388.6882
MEM 305.992188 1676511388.7932
MEM 305.992188 1676511388.8955
MEM 305.992188 1676511389.0004
MEM 305.992188 1676511389.1043
MEM 305.992188 1676511389.2047
MEM 305.992188 1676511389.3056
MEM 305.992188 1676511389.4066
MEM 305.992188 1676511389.5104
MEM 305.992188 1676511389.6132
MEM 305.992188 1676511389.7141
MEM 305.992188 1676511389.8177
MEM 305.992188 1676511389.9222
MEM 305.992188 1676511390.0256
MEM 305.992188 1676511390.1270
MEM 305.992188 1676511390.2289
MEM 305.992188 1676511390.3296
MEM 305.992188 1676511390.4336
MEM 305.992188 1676511390.5344
MEM 305.992188 1676511390.6347
MEM 305.992188 1676511390.7385
MEM 305.992188 1676511390.8432
MEM 305.992188 1676511390.9457
MEM 305.992188 1676511391.0467
MEM 305.992188 1676511391.1478
MEM 305.992188 1676511391.2507
MEM 305.992188 1676511391.3557
MEM 305.992188 1676511391.4593
MEM 305.992188 1676511391.5642
MEM 305.992188 1676511391.6644
MEM 305.992188 1676511391.7688
MEM 305.992188 1676511391.8727
MEM 305.992188 1676511391.9732
MEM 305.992188 1676511392.0737
MEM 305.992188 1676511392.1744
MEM 305.992188 1676511392.2746
MEM 305.992188 1676511392.3752
MEM 305.992188 1676511392.4763
MEM 305.992188 1676511392.5810
MEM 305.992188 1676511392.6834
MEM 305.992188 1676511392.7884
MEM 305.992188 1676511392.8931
MEM 305.992188 1676511392.9945
MEM 305.992188 1676511393.0959
MEM 305.992188 1676511393.2002
MEM 305.992188 1676511393.3026
MEM 305.992188 1676511393.4063
MEM 305.992188 1676511393.5094
MEM 305.992188 1676511393.6119
MEM 305.992188 1676511393.7129
MEM 305.992188 1676511393.8136
MEM 305.992188 1676511393.9185
MEM 305.992188 1676511394.0230
MEM 305.992188 1676511394.1269
MEM 305.992188 1676511394.2282
MEM 305.992188 1676511394.3324
MEM 305.992188 1676511394.4337
MEM 305.992188 1676511394.5347
MEM 305.992188 1676511394.6354
MEM 305.992188 1676511394.7395
MEM 305.992188 1676511394.8444
MEM 305.992188 1676511394.9451
MEM 305.992188 1676511395.0462
MEM 305.992188 1676511395.1514
MEM 305.992188 1676511395.2564
MEM 305.992188 1676511395.3601
MEM 305.992188 1676511395.4606
MEM 305.992188 1676511395.5636
MEM 305.992188 1676511395.6644
MEM 305.992188 1676511395.7680
MEM 305.992188 1676511395.8722
MEM 305.992188 1676511395.9734
MEM 305.992188 1676511396.0783
MEM 305.992188 1676511396.1795
MEM 305.992188 1676511396.2814
MEM 305.992188 1676511396.3863
MEM 305.992188 1676511396.4883
MEM 305.992188 1676511396.5933
MEM 305.992188 1676511396.6964
MEM 305.992188 1676511396.8000
MEM 305.992188 1676511396.9028
MEM 305.992188 1676511397.0069
MEM 305.992188 1676511397.1109
MEM 305.992188 1676511397.2126
MEM 305.992188 1676511397.3136
MEM 305.992188 1676511397.4141
MEM 305.992188 1676511397.5146
MEM 305.992188 1676511397.6158
MEM 305.992188 1676511397.7169
MEM 305.992188 1676511397.8215
MEM 305.992188 1676511397.9245
MEM 305.992188 1676511398.0253
MEM 305.992188 1676511398.1269
MEM 305.992188 1676511398.2301
MEM 305.992188 1676511398.3353
MEM 305.992188 1676511398.4386
MEM 305.992188 1676511398.5432
MEM 305.992188 1676511398.6455
MEM 305.992188 1676511398.7467
MEM 305.992188 1676511398.8475
MEM 305.992188 1676511398.9521
MEM 305.992188 1676511399.0573
MEM 305.992188 1676511399.1613
MEM 305.992188 1676511399.2664
MEM 305.992188 1676511399.3674
MEM 305.992188 1676511399.4722
MEM 305.992188 1676511399.5743
MEM 305.992188 1676511399.6782
MEM 305.992188 1676511399.7791
MEM 305.992188 1676511399.8809
MEM 305.992188 1676511399.9858
MEM 305.992188 1676511400.0866
MEM 305.992188 1676511400.1885
MEM 305.992188 1676511400.2918
MEM 305.992188 1676511400.3969
MEM 305.992188 1676511400.4996
MEM 305.992188 1676511400.6009
MEM 305.992188 1676511400.7057
MEM 305.992188 1676511400.8105
MEM 305.992188 1676511400.9145
MEM 305.992188 1676511401.0156
MEM 305.992188 1676511401.1176
MEM 305.992188 1676511401.2224
MEM 305.992188 1676511401.3232
MEM 305.992188 1676511401.4273
MEM 305.992188 1676511401.5281
MEM 305.992188 1676511401.6322
MEM 305.992188 1676511401.7367
MEM 305.992188 1676511401.8391
MEM 305.992188 1676511401.9432
MEM 305.992188 1676511402.0467
MEM 305.992188 1676511402.1505
MEM 305.992188 1676511402.2550
MEM 305.992188 1676511402.3577
MEM 305.992188 1676511402.4622
MEM 305.992188 1676511402.5657
MEM 305.992188 1676511402.6679
MEM 305.992188 1676511402.7722
MEM 305.992188 1676511402.8770
MEM 305.992188 1676511402.9816
MEM 305.992188 1676511403.0823
MEM 305.992188 1676511403.1854
MEM 305.992188 1676511403.2903
MEM 305.992188 1676511403.3938
MEM 305.992188 1676511403.4945
MEM 305.992188 1676511403.5991
MEM 305.992188 1676511403.6996
MEM 305.992188 1676511403.8014
MEM 305.992188 1676511403.9057
MEM 305.992188 1676511404.0103
MEM 305.992188 1676511404.1115
MEM 305.992188 1676511404.2125
MEM 305.992188 1676511404.3137
MEM 305.992188 1676511404.4174
MEM 305.992188 1676511404.5223
MEM 305.992188 1676511404.6228
MEM 305.992188 1676511404.7248
MEM 305.992188 1676511404.8254
